,id,alias,name,description,subscriptionCount,subscribed,notificationType,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,userSchool,fullyAnonymous,canUseNickname,canUseSchool,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,heroImage,logo,postCount,favorite,isPersonaPage,isFeaturedPage,enablePrivateMessage,restrictIdentityOnComment,enableSelectedPosts,displaySelectedPostsTab,allowModManageSelectedPosts,displayGroupChatEntry,enableHintedValidations,enableEditedHistory
537,208c0025-1dc6-4450-b102-ec8d822fc7c8,ocu_secondhand,僑光科技大學二手物交流,你的廢物是我的寶物！歡迎來到校園二手物交流板🎉🎉,1175,False,,False,2021-10-01T10:29:37.789Z,2022-08-16T03:53:09.054Z,True,True,False,False,,False,True,True,{'size': 'small'},False,False,True,,建議照範例格式發文，讓你要賣或徵求的商品更清楚喔！（請見置頂文章「發文格式範例」）,{},[],"['出清', '徵求']",False,{},[],0,['classic'],,,{'last30Days': 5},False,False,False,True,False,False,False,False,False,False,True
539,ad8469d2-93b9-4786-b73c-64dda85e7cb8,must_secondhand,明新科技大學二手物交流,你的廢物是我的寶物！歡迎來到校園二手物交流板🎉🎉,1114,False,,False,2021-10-01T10:32:14.338Z,2022-08-16T03:53:09.054Z,True,True,False,False,,False,True,True,{'size': 'small'},False,False,True,,建議照範例格式發文，讓你要賣或徵求的商品更清楚喔！（請見置頂文章「發文格式範例」）,{},[],"['出清', '徵求']",False,{},[],0,['classic'],,,{'last30Days': 2},False,False,False,True,False,False,False,False,False,False,True
481,8e349c6d-4459-4e26-b967-430d0ebf843c,world_flipper,彈射世界,《彈射世界》玩法以「彈珠台」為基礎，加入冒險劇情、角色培養、戰鬥系統等 RPG 元素，來享受快節奏打擊感吧！,1103,False,,False,2021-02-17T08:01:18.094Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/687888f3-ce0c-42eb-8dc6-2efb8820cd75/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/61562559-70eb-4839-9ece-ce938456c329/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,False,False,False,False,False,False,False,True
418,e2602a00-3f9a-435e-98a2-457ff4da77fc,line_fresh,LINE FRESH 校園競賽,,1102,False,,False,2020-06-30T04:09:20.357Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,['classic'],"{'url': 'https://megapx-assets.dcard.tw/images/2eb818cc-4e4b-4b73-b8e7-a88b76886733/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/54b42ca7-32d3-498e-94b7-d163862c90cd/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 2},False,False,False,False,False,False,False,False,False,False,True
451,b9ef6eea-d192-455b-877b-6a912a92de49,rom_gnjoy,RO：守護永恆的愛,承諾忠於經典，秉持最高誠意守護你我的回憶，更以豐富的冒險系統打造全新的RO體驗，讓我們一起創造新回憶，再次守護永恆的愛！,1076,False,,False,2020-11-26T04:41:42.026Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['image', 'video', 'classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/f920e1ff-94b1-46f9-8fc6-7619f15b17fc/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bdb9394d-9802-4f80-8b0f-ccbf6a507944/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,False,False,False,False,False,False,False,True
203,70fad9eb-83dc-47fe-b3c8-7897125bed31,eduhk,香港教育大學,教大同學既小天地～發文請注意需超過 15 個中文字,1060,False,,False,2019-07-12T06:35:02.237Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/6cc3a1df-bcb6-4404-b5e1-8b616af50d32/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/cb9db97f-9226-4a56-b0e6-0c865a8e734a/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 5},False,False,False,False,False,False,False,False,False,False,True
144,d4b520d9-6e6a-415f-923d-464334c9246e,toko,稻江科技暨管理學院,稻江科技暨管理學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,1042,False,,False,2016-08-18T18:53:54.897Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/ead9ecb1-b0e3-4cf9-a500-d3610b8a690e/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/84086bc8-0e31-4b1e-8a43-ad3bee17c70b/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
603,4593b428-e047-4566-8648-f2188303c13d,hkfood,港澳美食,呢度係比香港澳門嘅同學仔討論同美食資訊有關嘅討論區，發文請注意需超過15個中文字，發文留言前請先閱讀板規,1038,False,,False,2022-10-26T10:12:44.910Z,2022-10-27T11:22:05.831Z,True,True,False,False,,False,True,True,{'size': 'small'},False,False,False,,發文請注意需超過15個中文字,{},[],"['燒賣', '煮飯仔', '健康餐單', '餐廳', '美食']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/4d1b3449-45dc-4f44-b125-ecae96f617de/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/63c644b9-ca0b-4e71-87ce-75671d1d9f97/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 65},False,False,False,False,False,False,False,False,False,False,True
555,f91cc11d-0968-4016-ae7f-d161db971b6b,diablo,暗黑破壞神,本板為暗黑破壞神板，討論主旨為一切與暗黑破壞神有關之事物與話題。,1021,False,,False,2021-12-23T08:27:39.507Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/372524cb-bd7b-44b5-b809-1f335566a04b/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/6ac90471-c922-48d5-9d23-5390d779fd7d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
142,fe5a4146-ff03-4d2e-a9f8-04283c772d19,tcpa,臺灣戲曲學院,臺灣戲曲學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,994,False,,False,2016-08-18T18:47:58.851Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/dd123b52-47fb-4a95-ad7f-4bc0080249ac/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7283f0e1-ebb8-4ec3-aebc-c3c85e0b970d/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
176,eac3108e-7119-48bc-a501-9ef64c65eaca,ctbc,中信金融管理學院,中信金融管理學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,977,False,,False,2018-06-28T07:34:54.275Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/f19a66b1-ccdf-49ce-9b09-6634cbd2ef64/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/f03a05fd-d5cb-4b20-b425-33af3c06ec59/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 2},False,False,False,True,False,False,False,False,False,False,True
535,7825a163-b7f6-4cc6-bec8-30d8e7a3beba,usc_secondhand,實踐大學二手物交流,你的廢物是我的寶物！歡迎來到校園二手物交流板🎉🎉,962,False,,False,2021-09-30T07:57:10.790Z,2022-08-16T03:53:09.054Z,True,True,False,False,,False,True,True,{'size': 'small'},False,False,True,,建議照範例格式發文，讓你要賣或徵求的商品更清楚喔！（請見置頂文章「發文格式範例」）,{},[],"['出清', '徵求']",False,{},[],0,['classic'],,,{'last30Days': 14},False,False,False,True,False,False,False,False,False,False,True
542,23112b48-0b74-4b37-a761-06351b33e241,jp_performance,サークル,サークル掲示板へようこそ！,961,False,,False,2021-10-18T04:02:43.036Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/f45eb104-ef87-4740-a96d-1efb1e12f43a/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/842431b2-87b7-440a-8b44-476f41679e8c/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 6},False,False,False,False,False,False,False,False,False,False,True
200,f8bdfe51-4000-44b3-9959-2f78107980ac,syu,香港樹仁大學,樹仁同學既小天地～發文請注意需超過 15 個中文字,953,False,,False,2019-07-12T06:31:09.329Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/e8661686-ee57-4ec5-bbf2-0f7e759d145b/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/e058d78c-4cb7-4b0f-80e5-c3b3810ed7ab/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 4},False,False,False,False,False,False,False,False,False,False,True
522,9f945a33-ff98-418a-a76c-a475db509638,jp_sport,スポーツ,"スポーツ掲示板掲示板へようこそ！！
スポーツ掲示板では、スポーツについてのニュースや自分の気になっているスポーツについてのことならなんでもシェアできます！タイトルだけの記事、無駄に空白の多い記事、全く掲示板と関係のない記事は削除対象になりますのでお気をつけください😭自分の気になること、みんなにシェアしたい内容などを投稿して掲示板を盛り上げよう！",932,False,,False,2021-08-23T01:55:14.123Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,['classic'],"{'url': 'https://megapx-assets.dcard.tw/images/4897e698-93ea-4eac-8bc1-92d1785652c6/full.jpeg', 'type': 'image/jpeg', 'width': 1660, 'height': 553}","{'url': 'https://megapx-assets.dcard.tw/images/a5037adb-3cb4-41a4-8103-779646e4535f/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 65},False,False,False,False,False,False,False,False,False,False,True
590,72839af7-8e55-4f71-bdc1-222d4dd6d628,vocaloid,Vocaloid,本板為 Vocaloid 板，歡迎討論主旨與 Vocaloid 有關之所有事物與話題。,914,False,,False,2022-06-30T06:03:09.677Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/e3960b7e-d949-4888-9ecd-5cf13a313c77/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/761f08af-0b16-451a-9608-056f46f7362e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 3},False,False,False,True,False,False,False,False,False,False,True
201,084766c6-95c0-4dac-81af-4f40e76ff87b,hsu,香港恒生大學,恒大同學既小天地～發文請注意需超過 15 個中文字,911,False,,False,2019-07-12T06:32:22.094Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/fa1f53ac-4bec-4748-aee0-c4017c2a198c/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/f1996266-d928-43da-a741-d44d9ee7fec7/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 3},False,False,False,False,False,False,False,False,False,False,True
491,5e5e5bd5-8214-488f-8e3a-12ab90e37c3c,sponsored,贊助,,871,False,,False,2021-05-31T06:52:36.123Z,2022-08-16T03:53:09.054Z,True,False,True,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,['classic'],,"{'url': 'https://megapx-assets.dcard.tw/images/ae0980f4-f161-41ab-9e8f-d276470011a4/full.jpeg', 'type': 'image/png', 'width': 200, 'height': 200}",{'last30Days': 60},False,False,False,False,False,False,False,False,False,False,True
58,7c900bb8-3776-409a-b75b-1931c10770c1,nhcue,新竹教育大學,新竹教育大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,851,False,,False,2016-05-21T11:15:15.825Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/dd9ba311-0f04-424d-b820-6f68904c8df7/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c2cf4d28-d0a4-4c34-b601-5a30261a0eed/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 10},False,False,False,True,False,False,False,False,False,False,True
157,45636e16-748b-4aa2-8b71-4e8c2bad0378,knjc,康寧醫護暨管理專科學校,康寧醫護暨管理專科學校板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,847,False,,False,2016-09-23T09:35:46.370Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/0f1db3a0-33ea-47fb-af12-90b80e89dcc4/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/cc8342b4-452e-400d-9d28-2fa373c29fc9/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
577,9d99ac2f-42f5-46fa-b298-5ea03f29e3c2,nuest,NU'EST,"Show Time NU'EST Time!
這裡是Urban Electro Band NU'EST的看板！
發文留言須遵守全站站規與本板板規
請詳閱置頂文
謝謝大家的love and support~

標題分類說明：
#情報
由官方管道證實之新消息

#新聞
轉貼正規新聞媒體所發布之新聞

#分享
開箱、應援活動、與NU'EST相關的實用資訊或任何想與板友們分享的事情
應援活動請勿觸犯禁止買賣交易的板規

#心得
參加演唱會、音樂劇或其他活動、事件(如：出道周年)之後產生的較豐富的感想

#閒聊
發文者自己撰寫或轉貼各國網路熱門文章，討論NU'EST的大小事

#集中討論
發行新歌、一集新劇播出、一集podcast上線、演唱會期間等任何短時間內有大量討論的需求時，可開設集中討論文
事後若一個人有長度較長且豐富用心的感想，仍可發心得文

#詢問
有任何疑問，用這個發文就對了！
記得請勿違反板規中禁止伸手牌的條款
意即不要問很容易搜尋就知道的事情

#社群
官方或成員本人經營的SNS更新

#公告
由板主發布的公告，請其他板友不要誤用囉！",838,False,,False,2022-05-02T05:34:16.264Z,2022-11-30T07:44:41.132Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,請選擇標題分類並遵守板規喔！,{},[],"['NUEST', 'Aron', 'JR', '金鍾炫', '白虎', '姜東昊', '旼炫', '黃旼炫', 'Ren', '崔珉起']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/d24e4198-6244-4469-a44b-16b574975e07/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bb2bb906-84e6-4677-ae9a-3f5dff7620b8/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 6},False,False,False,True,False,False,False,False,False,False,True
136,d45aed33-9bf4-409c-affb-dc88805413a9,tust,敏實科技大學,敏實科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,814,False,,False,2016-08-11T18:27:45.354Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/8b0dd34f-c959-416c-b601-435afa32bdc0/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/67bf43c1-d649-40df-b59c-f9f217931f4d/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
609,a1518c83-4823-43d3-a02a-5e2ed98643c7,iuaena,IUAENA,"💜歡迎來到IUAENA板💜
請UAENA 們在發文&留言前先詳閱規則哦
感謝配合❣️",791,False,,False,2022-12-05T06:20:44.874Z,2022-12-09T10:19:58.748Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,,{},[],"['公告', '問問', '分享', '集中討論', '開箱', '應援']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/c2f40779-7a40-4842-a41f-054675e1f581/full.jpeg', 'type': 'image/jpeg', 'width': 1280, 'height': 427}","{'url': 'https://megapx-assets.dcard.tw/images/bc9a1864-0248-416a-b130-37631bc8262b/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 8},False,False,False,True,False,False,False,False,False,False,True
147,8a71f083-b5be-44ea-88ae-025265c4281a,ttc,大同技術學院,大同技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,782,False,,False,2016-08-25T18:29:03.231Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/b6a5fdd6-fc20-4456-a928-53c254331fbf/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/5f81afc0-8e2f-43d9-b105-036568f691f4/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
149,1e80e53b-f4e1-4959-8efe-4ba3dcbac130,fotech,和春技術學院,和春技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,782,False,,False,2016-08-25T18:29:03.231Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/b738616a-e6a2-4172-93be-a0a4dfd54f88/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/ffa1ac64-bd32-408a-8256-6e1335be7c59/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
146,71adc2db-e939-41b5-b194-1c4499e11a62,fit,蘭陽技術學院,蘭陽技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,781,False,,False,2016-08-25T18:29:03.231Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/813acf5f-374e-4cbf-bb77-9704a13f642c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/73c5d757-1890-491f-ab06-17ec8b4a75dc/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
456,eef93186-1ef2-48fa-ad6d-96bc5a75ea8b,konosuba,為美好的世界獻上祝福,,747,False,,False,2020-11-27T08:13:46.884Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/b4369f03-1f80-4721-9a06-baa3384b622f/orig.jpeg', 'type': 'image/jpeg', 'width': 1048, 'height': 349}","{'url': 'https://megapx-assets.dcard.tw/images/9105aa87-074b-47ec-b0c7-629d6ac008b0/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 2},False,False,False,True,False,False,False,False,False,False,True
145,d430504b-4938-4e37-92ec-62aebf63630a,tht,臺灣觀光學院,臺灣觀光學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,723,False,,False,2016-08-25T18:29:03.231Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/cd8da9e9-2d30-4f69-96c1-313adb0f9d49/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/415eacbf-d515-4d2f-8a6b-32c815f24774/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
502,e44b7e81-ff65-4f8c-8c9b-1d411526655b,ragnarokx_nextgeneration,RO：新世代的誕生,"ROX看板提供卡友們討論攻略、情報分享、遊戲心得跟詢問RO

仙境傳說：新世代的誕生之相關問題！",716,False,,False,2021-06-24T06:12:55.144Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/7a078bc4-2102-4298-8ceb-265ab299c219/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/038e9349-2d51-44de-a5b5-f10f9cd99c24/full.jpeg', 'type': 'image/png', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,False,False,False,False,False,False,False,True
150,95aef8c8-b106-45bc-8449-f3999e097538,dahan,大漢技術學院,大漢技術學院板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,699,False,,False,2016-08-25T18:29:03.231Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/5c4197bd-d1de-4204-a8e8-a9bfc4cbf27d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/2f27e967-5225-41d9-b48b-6798ad860e5c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,True,False,False,False,False,False,False,True
199,7142b5d3-19a2-4a01-8f6c-5055f1eece9e,lingu,嶺南大學,LingU 同學既小天地～發文請注意需超過 15 個中文字,666,False,,False,2019-07-12T06:30:01.400Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/5b518483-7b9a-406b-9adf-8887ec23d926/orig.jpeg', 'type': 'image/jpeg', 'width': 7500, 'height': 2501}","{'url': 'https://megapx-assets.dcard.tw/images/6cf9c299-7a9f-46c6-9dea-e45aa12a52b6/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 3},False,False,False,True,False,False,False,False,False,False,True
